Importer Country,Exporter Country,Imported Quantity (metric tons),Total Export (metric tons),Land Use Emission,Implied Carbon Emission,% 
Timor-Leste,Portugal,0.211,18234.532,7.29E-05,8.44E-10,0.00115775
El Salvador,France,0.012,197278.824,0.013490778,8.21E-10,6.08564E-06
"China, Macao SAR",Ukraine,0.07,13824.713,0.000160726,8.14E-10,0.000506452
Norway,Latvia,0.533,12572.583,1.90E-05,8.05E-10,0.004236842
Azerbaijan,Belgium,0.011,111310.97,0.007881141,7.79E-10,9.88436E-06
Burundi,Belgium,0.011,111310.97,0.007881141,7.79E-10,9.88436E-06
Bahrain,United Kingdom,0.01,100651.479,0.007527597,7.48E-10,9.93677E-06
USA,Denmark,0.036,68477.261,0.00139181,7.32E-10,5.25934E-05
Seychelles,Belgium,0.01,111310.97,0.007881141,7.08E-10,8.98347E-06
Aruba,Italy,0.034,134849.695,0.002788502,7.03E-10,2.52107E-05
Japan,Portugal,0.16,18234.532,7.29E-05,6.40E-10,0.000877915
Panama,Nicaragua,0.005,117466.685,0.013772478,5.86E-10,4.25486E-06
Germany,"China, Hong Kong SAR",0.009,44189.752,0.002686282,5.47E-10,2.03627E-05
Azerbaijan,Italy,0.025,134849.695,0.002788502,5.17E-10,1.85404E-05
Norway,Ukraine,0.04,13824.713,0.000160726,4.65E-10,0.000289312
Bermuda,United Kingdom,0.006,100651.479,0.007527597,4.49E-10,5.96472E-06
Equatorial Guinea,Portugal,0.107,18234.532,7.29E-05,4.28E-10,0.000587106
Portugal,Colombia,0.006,40115.598,0.001837644,2.75E-10,1.49648E-05
Norway,Portugal,0.062,18234.532,7.29E-05,2.48E-10,0.000340192
China,Germany,0.003,279955.074,0.022238411,2.38E-10,1.07022E-06
Bermuda,Germany,0.003,279955.074,0.022238411,2.38E-10,1.07022E-06
Maldives,Portugal,0.056,18234.532,7.29E-05,2.24E-10,0.00030727
Ireland,Australia,0.003,941099.386,0.069245917,2.21E-10,3.19152E-07
Mauritius,Poland,0.004,355987.846,0.017630366,1.98E-10,1.12306E-06
Cyprus,Portugal,0.046,18234.532,7.29E-05,1.84E-10,0.000252401
Maldives,Ukraine,0.012,13824.713,0.000160726,1.40E-10,8.71048E-05
Antigua and Barbuda,Portugal,0.034,18234.532,7.29E-05,1.36E-10,0.000186557
Luxembourg,Latvia,0.056,12572.583,1.90E-05,8.46E-11,0.000445263
Mauritius,Portugal,0.021,18234.532,7.29E-05,8.40E-11,0.000115226
Ethiopia,Germany,0.001,279955.074,0.022238411,7.94E-11,3.5704E-07
Australia,Belgium,0.001,111310.97,0.007881141,7.08E-11,8.98347E-07
USA,Portugal,0.001,18234.532,7.29E-05,4.00E-12,5.48697E-06
Japan,Belgium,0,111310.97,0.007881141,0,0
Argentina,Belgium,0,111310.97,0.007881141,0,0
Argentina,United Arab Emirates,0,36390.994,0.005838901,0,0
Montenegro,United Kingdom,0,100651.479,0.007527597,0,0
Maldives,Lithuania,0.016,29912.251,-6.54E-09,-3.50E-15,5.35168E-05
Luxembourg,Lithuania,0.399,29912.251,-6.54E-09,-8.72E-14,0.001333333
United Kingdom,Lithuania,0.845,29912.251,-6.54E-09,-1.85E-13,0.002828746
Equatorial Guinea,Lithuania,0.845,29912.251,-6.54E-09,-1.85E-13,0.002828746
Japan,Lithuania,2.475,29912.251,-6.54E-09,-5.41E-13,0.008272171
Belgium,Lithuania,2.708,29912.251,-6.54E-09,-5.92E-13,0.009051988
Austria,Lithuania,2.936,29912.251,-6.54E-09,-6.42E-13,0.009816514
Portugal,Lithuania,5.774,29912.251,-6.54E-09,-1.26E-12,0.019266055
Malta,Lithuania,13.5,29912.251,-6.54E-09,-2.95E-12,0.045107034
Morocco,Lithuania,20.088,29912.251,-6.54E-09,-4.39E-12,0.067125382
Norway,Lithuania,22.048,29912.251,-6.54E-09,-4.82E-12,0.073700306
Ireland,Lithuania,25.171,29912.251,-6.54E-09,-5.50E-12,0.084097859
Spain,Lithuania,37.769,29912.251,-6.54E-09,-8.26E-12,0.126299694
Switzerland,Lithuania,50.434,29912.251,-6.54E-09,-1.10E-11,0.168195719
China,Lithuania,51.149,29912.251,-6.54E-09,-1.12E-11,0.171253823
Hungary,Lithuania,88.731,29912.251,-6.54E-09,-1.94E-11,0.296636086
Slovenia,Lithuania,135.397,29912.251,-6.54E-09,-2.96E-11,0.452599388
France,Lithuania,149.798,29912.251,-6.54E-09,-3.28E-11,0.501529052
Ukraine,Lithuania,158.249,29912.251,-6.54E-09,-3.46E-11,0.529051988
Slovakia,Lithuania,189.318,29912.251,-6.54E-09,-4.14E-11,0.633027523
Czechia,Lithuania,192.368,29912.251,-6.54E-09,-4.21E-11,0.643730887
Finland,Lithuania,659.529,29912.251,-6.54E-09,-1.44E-10,2.201834862
Georgia,Lithuania,742.608,29912.251,-6.54E-09,-1.62E-10,2.47706422
Croatia,Lithuania,916.758,29912.251,-6.54E-09,-2.00E-10,3.058103976
Estonia,Lithuania,1138.877,29912.251,-6.54E-09,-2.49E-10,3.80733945
Greece,Lithuania,1192.637,29912.251,-6.54E-09,-2.61E-10,3.990825688
Poland,Lithuania,1314.221,29912.251,-6.54E-09,-2.87E-10,4.388379205
Germany,Lithuania,2279.432,29912.251,-6.54E-09,-4.98E-10,7.614678899
Sweden,Lithuania,2485.41,29912.251,-6.54E-09,-5.43E-10,8.302752294
Latvia,Lithuania,2723.944,29912.251,-6.54E-09,-5.96E-10,9.113149847
Denmark,Lithuania,2795.211,29912.251,-6.54E-09,-6.11E-10,9.342507645
Romania,Lithuania,3247.447,29912.251,-6.54E-09,-7.10E-10,10.85626911
Italy,Lithuania,4199.012,29912.251,-6.54E-09,-9.18E-10,14.03669725
Netherlands,Lithuania,5067.147,29912.251,-6.54E-09,-1.11E-09,16.97247706
China,Hungary,2267.499,13763.435,,,#DIV/0!
China,South Africa,2069.426,28366.247,,,#DIV/0!
China,Panama,3943.755,5143.883,,,#DIV/0!
China,Serbia,3031.056,4044.356,,,#DIV/0!
China,Namibia,1156.454,9270.406,,,#DIV/0!
China,Kenya,0.23,1590.403,,,#DIV/0!
China,Malaysia,75.119,1484.221,,,#DIV/0!
China,T??rkiye,1.348,1848.978,,,#DIV/0!
China,Oman,4.114,358.718,,,#DIV/0!
USA,South Africa,9.107,28366.247,,,#DIV/0!
USA,Honduras,39.168,2790.672,,,#DIV/0!
USA,Japan,1033.412,9088.784,,,#DIV/0!
USA,China,17.769,1763.679,,,#DIV/0!
USA,Greece,0.067,2005.599,,,#DIV/0!
USA,Malaysia,24.547,1484.221,,,#DIV/0!
USA,T??rkiye,3.195,1848.978,,,#DIV/0!
USA,Oman,0.78,358.718,,,#DIV/0!
Rep. of Korea,Singapore,0.732,4659.782,,,#DIV/0!
Rep. of Korea,T??rkiye,1.361,1848.978,,,#DIV/0!
Rep. of Korea,Oman,34.806,358.718,,,#DIV/0!
Japan,Panama,5.757,5143.883,,,#DIV/0!
Japan,Croatia,18.864,7078.47,,,#DIV/0!
Japan,T??rkiye,2.322,1848.978,,,#DIV/0!
Japan,Oman,16.134,358.718,,,#DIV/0!
Malaysia,South Africa,25.297,28366.247,,,#DIV/0!
Malaysia,Singapore,420.297,4659.782,,,#DIV/0!
Malaysia,Japan,272.836,9088.784,,,#DIV/0!
Malaysia,China,15.15,1763.679,,,#DIV/0!
Malaysia,Switzerland,72.39,723.083,,,#DIV/0!
Malaysia,Indonesia,3.78,350.801,,,#DIV/0!
Malaysia,T??rkiye,0.214,1848.978,,,#DIV/0!
Malaysia,Norway,2.189,182.801,,,#DIV/0!
Malaysia,Iran,28,141.327,,,#DIV/0!
Malaysia,Belize,14.99,16.589,,,#DIV/0!
Malaysia,Mauritius,2.2,3.625,,,#DIV/0!
United Kingdom,Czechia,27.274,15064.909,,,#DIV/0!
United Kingdom,Hungary,340.851,13763.435,,,#DIV/0!
United Kingdom,South Africa,500.542,28366.247,,,#DIV/0!
United Kingdom,Croatia,18.01,7078.47,,,#DIV/0!
United Kingdom,Romania,10.77,9650.413,,,#DIV/0!
United Kingdom,Finland,0.668,4542.802,,,#DIV/0!
United Kingdom,Slovakia,277.408,3083.331,,,#DIV/0!
United Kingdom,Namibia,518.938,9270.406,,,#DIV/0!
United Kingdom,Slovenia,37.874,6357.749,,,#DIV/0!
United Kingdom,Japan,95.109,9088.784,,,#DIV/0!
United Kingdom,Botswana,205.783,4274.326,,,#DIV/0!
United Kingdom,Viet Nam,1.398,1469.588,,,#DIV/0!
United Kingdom,Sweden,0.282,3284.188,,,#DIV/0!
United Kingdom,Jordan,15.585,2090.185,,,#DIV/0!
United Kingdom,Luxembourg,0.159,1980.128,,,#DIV/0!
United Kingdom,Cyprus,0.036,1272.099,,,#DIV/0!
United Kingdom,Bulgaria,8.194,1760.619,,,#DIV/0!
United Kingdom,Greece,3.729,2005.599,,,#DIV/0!
United Kingdom,Switzerland,0.395,723.083,,,#DIV/0!
United Kingdom,Malaysia,23.68,1484.221,,,#DIV/0!
United Kingdom,T??rkiye,4.743,1848.978,,,#DIV/0!
United Kingdom,Norway,0.6,182.801,,,#DIV/0!
United Kingdom,Oman,6.628,358.718,,,#DIV/0!
United Kingdom,Israel,46.06,72.589,,,#DIV/0!
United Kingdom,Falkland Isds (Malvinas),33.587,33.587,,,#DIV/0!
United Kingdom,Antigua and Barbuda,0.97,17.346,,,#DIV/0!
United Kingdom,Morocco,0.012,5.185,,,#DIV/0!
United Kingdom,Iceland,0.003,1.822,,,#DIV/0!
Egypt,South Africa,766.91,28366.247,,,#DIV/0!
Egypt,Sudan,2782.833,6502.992,,,#DIV/0!
Egypt,T??rkiye,38.579,1848.978,,,#DIV/0!
Egypt,Morocco,0.055,5.185,,,#DIV/0!
Chile,China,12.8,1763.679,,,#DIV/0!
Chile,Peru,2.225,58.261,,,#DIV/0!
Indonesia,Singapore,77.646,4659.782,,,#DIV/0!
Indonesia,Japan,35.532,9088.784,,,#DIV/0!
Indonesia,China,1.913,1763.679,,,#DIV/0!
Indonesia,Kenya,0.337,1590.403,,,#DIV/0!
Indonesia,Malaysia,51.701,1484.221,,,#DIV/0!
Indonesia,T??rkiye,0.184,1848.978,,,#DIV/0!
Indonesia,Ghana,0.005,0.012,,,#DIV/0!
Germany,Czechia,854.702,15064.909,,,#DIV/0!
Germany,Hungary,710.271,13763.435,,,#DIV/0!
Germany,South Africa,0.042,28366.247,,,#DIV/0!
Germany,Panama,0.954,5143.883,,,#DIV/0!
Germany,Croatia,97.193,7078.47,,,#DIV/0!
Germany,Malta,0.019,3418.889,,,#DIV/0!
Germany,Romania,592.193,9650.413,,,#DIV/0!
Germany,Finland,45.919,4542.802,,,#DIV/0!
Germany,Slovakia,31.05,3083.331,,,#DIV/0!
Germany,Namibia,77.263,9270.406,,,#DIV/0!
Germany,Slovenia,254.852,6357.749,,,#DIV/0!
Germany,Japan,81.969,9088.784,,,#DIV/0!
Germany,China,13.923,1763.679,,,#DIV/0!
Germany,Estonia,162.054,3116.241,,,#DIV/0!
Germany,Viet Nam,6.027,1469.588,,,#DIV/0!
Germany,Sweden,287.33,3284.188,,,#DIV/0!
Germany,Guatemala,0.009,1085.527,,,#DIV/0!
Germany,Luxembourg,739.553,1980.128,,,#DIV/0!
Germany,Cyprus,0.592,1272.099,,,#DIV/0!
Germany,Bulgaria,28.013,1760.619,,,#DIV/0!
Germany,Greece,146.384,2005.599,,,#DIV/0!
Germany,Switzerland,615.049,723.083,,,#DIV/0!
Germany,Montenegro,0.083,563.275,,,#DIV/0!
Germany,Malaysia,25.265,1484.221,,,#DIV/0!
Germany,T??rkiye,258.611,1848.978,,,#DIV/0!
Germany,"Other Asia, nes",0.002,282.259,,,#DIV/0!
Germany,Egypt,67.448,567.856,,,#DIV/0!
Germany,Rep. of Korea,0.024,170.134,,,#DIV/0!
Germany,Norway,5.884,182.801,,,#DIV/0!
Germany,Oman,0.021,358.718,,,#DIV/0!
Germany,Iran,0.115,141.327,,,#DIV/0!
Germany,Bangladesh,0.485,58.414,,,#DIV/0!
Germany,Thailand,2.267,37.768,,,#DIV/0!
Germany,Grenada,18.847,18.847,,,#DIV/0!
Germany,Mauritius,0.254,3.625,,,#DIV/0!
Iraq,Jordan,15.914,2090.185,,,#DIV/0!
Iraq,Kuwait,16.05,1449.632,,,#DIV/0!
Iraq,T??rkiye,12.696,1848.978,,,#DIV/0!
Iraq,Rep. of Korea,11.254,170.134,,,#DIV/0!
Iraq,Bahrain,32.607,123.687,,,#DIV/0!
Mexico,Panama,0.06,5143.883,,,#DIV/0!
Mexico,Japan,18.228,9088.784,,,#DIV/0!
Mexico,Peru,0.008,58.261,,,#DIV/0!
Netherlands,Czechia,3475.998,15064.909,,,#DIV/0!
Netherlands,Hungary,4447.601,13763.435,,,#DIV/0!
Netherlands,South Africa,1078.336,28366.247,,,#DIV/0!
Netherlands,Croatia,123.368,7078.47,,,#DIV/0!
Netherlands,Malta,3.512,3418.889,,,#DIV/0!
Netherlands,Romania,1657.321,9650.413,,,#DIV/0!
Netherlands,Finland,117.501,4542.802,,,#DIV/0!
Netherlands,Slovakia,483.386,3083.331,,,#DIV/0!
Netherlands,Namibia,1477.927,9270.406,,,#DIV/0!
Netherlands,Slovenia,1527.099,6357.749,,,#DIV/0!
Netherlands,Japan,353.227,9088.784,,,#DIV/0!
Netherlands,Botswana,383.112,4274.326,,,#DIV/0!
Netherlands,China,0.01,1763.679,,,#DIV/0!
Netherlands,Estonia,1217.864,3116.241,,,#DIV/0!
Netherlands,Sweden,173.894,3284.188,,,#DIV/0!
Netherlands,Luxembourg,168.093,1980.128,,,#DIV/0!
Netherlands,Cyprus,13.847,1272.099,,,#DIV/0!
Netherlands,Bulgaria,602.056,1760.619,,,#DIV/0!
Netherlands,Greece,51.56,2005.599,,,#DIV/0!
Netherlands,Switzerland,0.167,723.083,,,#DIV/0!
Netherlands,Malaysia,13.46,1484.221,,,#DIV/0!
Netherlands,T??rkiye,90.024,1848.978,,,#DIV/0!
Netherlands,United Rep. of Tanzania,2.558,553.79,,,#DIV/0!
Netherlands,Norway,5.927,182.801,,,#DIV/0!
Netherlands,Oman,0.6,358.718,,,#DIV/0!
France,Czechia,42.817,15064.909,,,#DIV/0!
France,Hungary,182.623,13763.435,,,#DIV/0!
France,South Africa,22.756,28366.247,,,#DIV/0!
France,Malta,0.03,3418.889,,,#DIV/0!
France,Romania,382.365,9650.413,,,#DIV/0!
France,Finland,5.339,4542.802,,,#DIV/0!
France,Slovakia,8.787,3083.331,,,#DIV/0!
France,Namibia,21.29,9270.406,,,#DIV/0!
France,Japan,38.953,9088.784,,,#DIV/0!
France,Estonia,0.476,3116.241,,,#DIV/0!
France,Sweden,0.013,3284.188,,,#DIV/0!
France,Luxembourg,267.139,1980.128,,,#DIV/0!
France,Bulgaria,8.522,1760.619,,,#DIV/0!
France,Greece,41.766,2005.599,,,#DIV/0!
France,Switzerland,0.068,723.083,,,#DIV/0!
France,Malaysia,74.857,1484.221,,,#DIV/0!
France,T??rkiye,51.832,1848.978,,,#DIV/0!
France,Oman,0.102,358.718,,,#DIV/0!
France,Morocco,0.01,5.185,,,#DIV/0!
Portugal,Czechia,0.937,15064.909,,,#DIV/0!
Portugal,Hungary,236.796,13763.435,,,#DIV/0!
Portugal,Panama,0.003,5143.883,,,#DIV/0!
Portugal,Malta,2.732,3418.889,,,#DIV/0!
Portugal,Romania,0.31,9650.413,,,#DIV/0!
Portugal,Slovenia,1.543,6357.749,,,#DIV/0!
Portugal,Botswana,22.8,4274.326,,,#DIV/0!
Portugal,Dominican Rep.,0.004,1484.608,,,#DIV/0!
Portugal,Saudi Arabia,0.025,2318.075,,,#DIV/0!
Portugal,Estonia,13.014,3116.241,,,#DIV/0!
Portugal,Sweden,2.489,3284.188,,,#DIV/0!
Portugal,Guatemala,0.032,1085.527,,,#DIV/0!
Portugal,Cyprus,340.376,1272.099,,,#DIV/0!
Portugal,Bulgaria,1.584,1760.619,,,#DIV/0!
Portugal,Greece,179.819,2005.599,,,#DIV/0!
Portugal,Malaysia,0.023,1484.221,,,#DIV/0!
Portugal,T??rkiye,15.73,1848.978,,,#DIV/0!
Portugal,Rep. of Korea,0.001,170.134,,,#DIV/0!
Portugal,Norway,0.233,182.801,,,#DIV/0!
Portugal,Mauritius,0.021,3.625,,,#DIV/0!
Canada,South Africa,681.027,28366.247,,,#DIV/0!
Canada,Japan,160.617,9088.784,,,#DIV/0!
Canada,Sweden,8,3284.188,,,#DIV/0!
Canada,T??rkiye,3.834,1848.978,,,#DIV/0!
Italy,Czechia,11.73,15064.909,,,#DIV/0!
Italy,Hungary,670.062,13763.435,,,#DIV/0!
Italy,Croatia,3667.308,7078.47,,,#DIV/0!
Italy,Malta,11.789,3418.889,,,#DIV/0!
Italy,Romania,727.233,9650.413,,,#DIV/0!
Italy,Serbia,291.235,4044.356,,,#DIV/0!
Italy,Slovakia,3.047,3083.331,,,#DIV/0!
Italy,Slovenia,1741.875,6357.749,,,#DIV/0!
Italy,Japan,29.018,9088.784,,,#DIV/0!
Italy,Botswana,73.105,4274.326,,,#DIV/0!
Italy,China,2.6,1763.679,,,#DIV/0!
Italy,Estonia,0.767,3116.241,,,#DIV/0!
Italy,Sweden,147.133,3284.188,,,#DIV/0!
Italy,Luxembourg,34.414,1980.128,,,#DIV/0!
Italy,Bulgaria,0.301,1760.619,,,#DIV/0!
Italy,Greece,385.815,2005.599,,,#DIV/0!
Italy,Switzerland,33.575,723.083,,,#DIV/0!
Italy,T??rkiye,61.154,1848.978,,,#DIV/0!
Italy,Oman,0.164,358.718,,,#DIV/0!
Italy,Morocco,0.015,5.185,,,#DIV/0!
Italy,Albania,0.147,0.355,,,#DIV/0!
Viet Nam,South Africa,43.489,28366.247,,,#DIV/0!
Viet Nam,Japan,1296.346,9088.784,,,#DIV/0!
Viet Nam,Indonesia,29.589,350.801,,,#DIV/0!
Viet Nam,T??rkiye,0.549,1848.978,,,#DIV/0!
Viet Nam,Ethiopia,1.26,243.575,,,#DIV/0!
Viet Nam,Rep. of Korea,111.236,170.134,,,#DIV/0!
Russian Federation,Hungary,11.619,13763.435,,,#DIV/0!
Russian Federation,Serbia,61.347,4044.356,,,#DIV/0!
Russian Federation,Japan,3.217,9088.784,,,#DIV/0!
Russian Federation,T??rkiye,12.287,1848.978,,,#DIV/0!
Russian Federation,Morocco,0.05,5.185,,,#DIV/0!
Russian Federation,Armenia,3.038,5.706,,,#DIV/0!
"Other Asia, nes",Panama,697.132,5143.883,,,#DIV/0!
"Other Asia, nes",Japan,1245.938,9088.784,,,#DIV/0!
"Other Asia, nes",T??rkiye,1.015,1848.978,,,#DIV/0!
"Other Asia, nes",Mauritius,0.8,3.625,,,#DIV/0!
Philippines,Japan,84.989,9088.784,,,#DIV/0!
Philippines,Malaysia,28.953,1484.221,,,#DIV/0!
Philippines,T??rkiye,1.702,1848.978,,,#DIV/0!
Saudi Arabia,Jordan,126.27,2090.185,,,#DIV/0!
Saudi Arabia,Kenya,26.844,1590.403,,,#DIV/0!
Saudi Arabia,T??rkiye,0.504,1848.978,,,#DIV/0!
Saudi Arabia,Ethiopia,7.527,243.575,,,#DIV/0!
Saudi Arabia,Oman,0.734,358.718,,,#DIV/0!
Saudi Arabia,Bahrain,2.04,123.687,,,#DIV/0!
United Arab Emirates,South Africa,3005.158,28366.247,,,#DIV/0!
United Arab Emirates,Sudan,83.877,6502.992,,,#DIV/0!
United Arab Emirates,Singapore,0.19,4659.782,,,#DIV/0!
United Arab Emirates,Japan,94.034,9088.784,,,#DIV/0!
United Arab Emirates,Botswana,26.159,4274.326,,,#DIV/0!
United Arab Emirates,China,15.289,1763.679,,,#DIV/0!
United Arab Emirates,Saudi Arabia,1238.264,2318.075,,,#DIV/0!
United Arab Emirates,Jordan,972.801,2090.185,,,#DIV/0!
United Arab Emirates,Kuwait,480.808,1449.632,,,#DIV/0!
United Arab Emirates,Kenya,51.28,1590.403,,,#DIV/0!
United Arab Emirates,Switzerland,0.2,723.083,,,#DIV/0!
United Arab Emirates,Bosnia Herzegovina,0.765,446.158,,,#DIV/0!
United Arab Emirates,T??rkiye,14.409,1848.978,,,#DIV/0!
United Arab Emirates,United Rep. of Tanzania,1.761,553.79,,,#DIV/0!
United Arab Emirates,Ethiopia,47.56,243.575,,,#DIV/0!
United Arab Emirates,Egypt,1.47,567.856,,,#DIV/0!
United Arab Emirates,Georgia,0.629,109.32,,,#DIV/0!
United Arab Emirates,Oman,98.386,358.718,,,#DIV/0!
United Arab Emirates,Kyrgyzstan,0.366,84.366,,,#DIV/0!
United Arab Emirates,Lebanon,3.655,128.124,,,#DIV/0!
United Arab Emirates,Bahrain,29.703,123.687,,,#DIV/0!
United Arab Emirates,Bangladesh,1.887,58.414,,,#DIV/0!
United Arab Emirates,South Sudan,4.13,4.13,,,#DIV/0!
United Arab Emirates,Armenia,2.668,5.706,,,#DIV/0!
United Arab Emirates,Yemen,0.182,0.182,,,#DIV/0!
Brazil,Singapore,2583.81,4659.782,,,#DIV/0!
Brazil,Japan,6.446,9088.784,,,#DIV/0!
Brazil,T??rkiye,0.329,1848.978,,,#DIV/0!
Israel,Malta,3392.939,3418.889,,,#DIV/0!
Israel,Singapore,734.539,4659.782,,,#DIV/0!
Israel,Cyprus,64.917,1272.099,,,#DIV/0!
Israel,T??rkiye,1.638,1848.978,,,#DIV/0!
"China, Hong Kong SAR",South Africa,236.464,28366.247,,,#DIV/0!
"China, Hong Kong SAR",Singapore,49.723,4659.782,,,#DIV/0!
"China, Hong Kong SAR",Japan,1427.553,9088.784,,,#DIV/0!
"China, Hong Kong SAR",China,1321.372,1763.679,,,#DIV/0!
"China, Hong Kong SAR",Viet Nam,1177.43,1469.588,,,#DIV/0!
"China, Hong Kong SAR",Luxembourg,0.26,1980.128,,,#DIV/0!
"China, Hong Kong SAR",Kenya,26,1590.403,,,#DIV/0!
"China, Hong Kong SAR",Malaysia,28.8,1484.221,,,#DIV/0!
"China, Hong Kong SAR",T??rkiye,14.791,1848.978,,,#DIV/0!
"China, Hong Kong SAR",United Rep. of Tanzania,176.055,553.79,,,#DIV/0!
"China, Hong Kong SAR","Other Asia, nes",173.66,282.259,,,#DIV/0!
"China, Hong Kong SAR",Egypt,0.196,567.856,,,#DIV/0!
"China, Hong Kong SAR",Rep. of Korea,41.282,170.134,,,#DIV/0!
"China, Hong Kong SAR",Oman,0.534,358.718,,,#DIV/0!
"China, Hong Kong SAR",Peru,56,58.261,,,#DIV/0!
"China, Hong Kong SAR",Myanmar,47.656,47.656,,,#DIV/0!
"China, Hong Kong SAR",Thailand,28.5,37.768,,,#DIV/0!
"China, Hong Kong SAR","China, Macao SAR",0.072,0.072,,,#DIV/0!
Greece,Hungary,28.524,13763.435,,,#DIV/0!
Greece,South Africa,171.205,28366.247,,,#DIV/0!
Greece,Malta,0.19,3418.889,,,#DIV/0!
Greece,Romania,70.411,9650.413,,,#DIV/0!
Greece,Slovakia,19.114,3083.331,,,#DIV/0!
Greece,Namibia,317.877,9270.406,,,#DIV/0!
Greece,Japan,3.844,9088.784,,,#DIV/0!
Greece,Botswana,235.015,4274.326,,,#DIV/0!
Greece,Estonia,0.227,3116.241,,,#DIV/0!
Greece,Cyprus,678.466,1272.099,,,#DIV/0!
Greece,Bulgaria,671.611,1760.619,,,#DIV/0!
Greece,T??rkiye,30.522,1848.978,,,#DIV/0!
Greece,Oman,0.287,358.718,,,#DIV/0!
Greece,Senegal,5,14.939,,,#DIV/0!
Iran,South Africa,20.771,28366.247,,,#DIV/0!
Iran,T??rkiye,0.819,1848.978,,,#DIV/0!
Iran,Oman,4.178,358.718,,,#DIV/0!
El Salvador,Panama,47.833,5143.883,,,#DIV/0!
El Salvador,Honduras,2030.466,2790.672,,,#DIV/0!
El Salvador,Dominican Rep.,157.13,1484.608,,,#DIV/0!
El Salvador,Guatemala,1020.443,1085.527,,,#DIV/0!
Uruguay,South Africa,26.03,28366.247,,,#DIV/0!
Uruguay,Japan,0.043,9088.784,,,#DIV/0!
Uruguay,Norway,0.618,182.801,,,#DIV/0!
Austria,Czechia,1669.615,15064.909,,,#DIV/0!
Austria,Hungary,1182.732,13763.435,,,#DIV/0!
Austria,Croatia,36.843,7078.47,,,#DIV/0!
Austria,Romania,179.932,9650.413,,,#DIV/0!
Austria,Finland,2.553,4542.802,,,#DIV/0!
Austria,Slovakia,22.415,3083.331,,,#DIV/0!
Austria,Slovenia,21.316,6357.749,,,#DIV/0!
Austria,Sweden,14,3284.188,,,#DIV/0!
Austria,Bulgaria,1.701,1760.619,,,#DIV/0!
Austria,Greece,1.125,2005.599,,,#DIV/0!
Austria,Switzerland,0.003,723.083,,,#DIV/0!
Austria,T??rkiye,54.338,1848.978,,,#DIV/0!
Sweden,Romania,366.404,9650.413,,,#DIV/0!
Sweden,Finland,1706.345,4542.802,,,#DIV/0!
Sweden,Estonia,46.169,3116.241,,,#DIV/0!
Sweden,Greece,24.67,2005.599,,,#DIV/0!
Sweden,T??rkiye,0.238,1848.978,,,#DIV/0!
Sweden,Iceland,0.092,1.822,,,#DIV/0!
Spain,Czechia,10.741,15064.909,,,#DIV/0!
Spain,Hungary,130.674,13763.435,,,#DIV/0!
Spain,Malta,1.007,3418.889,,,#DIV/0!
Spain,Romania,153.65,9650.413,,,#DIV/0!
Spain,Finland,1.118,4542.802,,,#DIV/0!
Spain,Slovakia,1.163,3083.331,,,#DIV/0!
Spain,Japan,22.313,9088.784,,,#DIV/0!
Spain,China,0.168,1763.679,,,#DIV/0!
Spain,Estonia,17.53,3116.241,,,#DIV/0!
Spain,Sweden,104.239,3284.188,,,#DIV/0!
Spain,Luxembourg,3.424,1980.128,,,#DIV/0!
Spain,Cyprus,16.184,1272.099,,,#DIV/0!
Spain,Bulgaria,99.478,1760.619,,,#DIV/0!
Spain,Greece,10.681,2005.599,,,#DIV/0!
Spain,Switzerland,0.025,723.083,,,#DIV/0!
Spain,T??rkiye,4.083,1848.978,,,#DIV/0!
Spain,Norway,0.043,182.801,,,#DIV/0!
Spain,Oman,1.221,358.718,,,#DIV/0!
Spain,Iran,2.955,141.327,,,#DIV/0!
Spain,Uganda,2.025,16.921,,,#DIV/0!
Spain,Antigua and Barbuda,3.86,17.346,,,#DIV/0!
Spain,Morocco,0.776,5.185,,,#DIV/0!
Denmark,Czechia,912.633,15064.909,,,#DIV/0!
Denmark,Hungary,790.907,13763.435,,,#DIV/0!
Denmark,South Africa,223.682,28366.247,,,#DIV/0!
Denmark,Croatia,2.262,7078.47,,,#DIV/0!
Denmark,Romania,140.709,9650.413,,,#DIV/0!
Denmark,Finland,2327.088,4542.802,,,#DIV/0!
Denmark,Slovakia,1.366,3083.331,,,#DIV/0!
Denmark,Slovenia,1.946,6357.749,,,#DIV/0!
Denmark,Japan,2.12,9088.784,,,#DIV/0!
Denmark,Estonia,130.44,3116.241,,,#DIV/0!
Denmark,Sweden,527.244,3284.188,,,#DIV/0!
Denmark,Luxembourg,4.49,1980.128,,,#DIV/0!
Denmark,Bulgaria,0.16,1760.619,,,#DIV/0!
Denmark,Greece,29.94,2005.599,,,#DIV/0!
Denmark,Montenegro,0.08,563.275,,,#DIV/0!
Denmark,Malaysia,25.03,1484.221,,,#DIV/0!
Denmark,T??rkiye,6.321,1848.978,,,#DIV/0!
Denmark,Norway,33.724,182.801,,,#DIV/0!
Denmark,Oman,2.595,358.718,,,#DIV/0!
Denmark,Belize,1.599,16.589,,,#DIV/0!
Denmark,Iceland,1.224,1.822,,,#DIV/0!
Denmark,Greenland,0.063,0.063,,,#DIV/0!
Georgia,Hungary,17.366,13763.435,,,#DIV/0!
Georgia,Bulgaria,0.037,1760.619,,,#DIV/0!
Georgia,T??rkiye,39.496,1848.978,,,#DIV/0!
